Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	Peak Freq (Hz)	High Freq (Hz)	Delta Time (s)	File Offset (s)	Begin Path	Begin File	Class	Sound type	Comments
408	Spectrogram 1	1	837.687178700	837.825725305	29.4	35.2	349.7	0.139	837.687	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
409	Spectrogram 1	1	841.191501886	841.394703574	29.4	38.1	268.0	0.203	841.192	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
410	Spectrogram 1	1	842.733987428	842.891006915	32.7	35.2	375.8	0.157	842.734	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
411	Spectrogram 1	1	843.556030621	844.054798402	35.9	93.8	352.9	0.499	843.556	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
412	Spectrogram 1	1	844.165635686	844.313418732	29.4	87.9	356.2	0.148	844.166	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
413	Spectrogram 1	1	845.070806843	845.172407687	32.7	35.2	277.8	0.102	845.071	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
414	Spectrogram 1	1	845.301717852	845.421791577	16.3	20.5	352.9	0.120	845.302	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
415	Spectrogram 1	1	845.680411907	845.837431394	35.9	38.1	284.3	0.157	845.680	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
416	Spectrogram 1	1	847.269079652	847.555409303	26.1	87.9	372.5	0.286	847.269	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
417	Spectrogram 1	1	847.703192349	847.841738955	35.9	38.1	382.4	0.139	847.703	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
418	Spectrogram 1	1	847.887921157	848.044940643	29.4	38.1	372.5	0.157	847.888	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
419	Spectrogram 1	1	849.171786369	849.522771103	29.4	87.9	375.8	0.351	849.172	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
420	Spectrogram 1	1	849.781391433	849.929174479	32.7	38.1	362.7	0.148	849.781	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
421	Spectrogram 1	1	850.086193966	850.233977011	26.1	26.4	362.7	0.148	850.086	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
422	Spectrogram 1	1	855.945809447	856.065883172	26.1	38.1	281.0	0.120	855.946	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
423	Spectrogram 1	1	856.306030621	856.407631466	29.4	35.2	277.8	0.102	856.306	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
424	Spectrogram 1	1	856.629306034	856.758616200	22.9	38.1	346.4	0.129	856.629	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
425	Spectrogram 1	1	857.035709411	857.174256017	32.7	35.2	366.0	0.139	857.036	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
426	Spectrogram 1	1	857.349748384	857.460585668	26.1	35.2	356.2	0.111	857.350	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
427	Spectrogram 1	1	857.580659393	857.968589889	29.4	82.0	392.2	0.388	857.581	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
428	Spectrogram 1	1	858.596667834	858.744450880	32.7	38.1	362.7	0.148	858.597	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
429	Spectrogram 1	1	858.855288165	859.104672055	29.4	35.2	385.6	0.249	858.855	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
430	Spectrogram 1	1	860.166862698	860.323882184	22.9	23.4	362.7	0.157	860.167	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
431	Spectrogram 1	1	861.524619432	861.746294001	26.1	90.8	356.2	0.222	861.525	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
432	Spectrogram 1	1	862.235825341	862.374371947	19.6	20.5	392.2	0.139	862.236	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
433	Spectrogram 1	1	862.873139727	863.067104975	26.1	35.2	192.8	0.194	862.873	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
434	Spectrogram 1	1	863.288779544	863.630527838	22.9	87.9	366.0	0.342	863.289	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
435	Spectrogram 1	1	863.676710040	863.833729526	26.1	38.1	356.2	0.157	863.677	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
436	Spectrogram 1	1	863.935330370	864.175477820	29.4	38.1	362.7	0.240	863.935	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	double
437	Spectrogram 1	1	864.683482040	864.831265086	35.9	38.1	369.3	0.148	864.683	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
438	Spectrogram 1	1	864.979048132	865.117594738	32.7	35.2	359.5	0.139	864.979	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
439	Spectrogram 1	1	865.274614224	865.514761674	32.7	87.9	369.3	0.240	865.275	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
440	Spectrogram 1	1	865.943350216	866.081896821	22.9	29.3	359.5	0.139	865.943	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
441	Spectrogram 1	1	868.160095905	868.492607759	22.9	35.2	362.7	0.333	868.160	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
442	Spectrogram 1	1	876.278926994	876.435946480	22.9	38.1	297.4	0.157	876.279	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
443	Spectrogram 1	1	876.666857489	876.805404095	26.1	35.2	245.1	0.139	876.667	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
444	Spectrogram 1	1	877.572028646	877.729048132	22.9	29.3	232.0	0.157	877.572	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
445	Spectrogram 1	1	877.969195582	878.089269307	29.4	35.2	264.7	0.120	877.969	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
446	Spectrogram 1	1	878.560327766	878.717347252	32.7	35.2	352.9	0.157	878.560	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
447	Spectrogram 1	1	882.221670438	882.350980603	26.1	26.4	245.1	0.129	882.222	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
448	Spectrogram 1	1	883.801101742	883.921175467	16.3	20.5	209.2	0.120	883.801	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
449	Spectrogram 1	1	885.399005927	885.509843211	16.3	20.5	362.7	0.111	885.399	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
450	Spectrogram 1	1	887.024619432	887.181638919	32.7	38.1	254.9	0.157	887.025	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
451	Spectrogram 1	1	888.585577856	888.788779544	39.2	41.0	258.2	0.203	888.586	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
452	Spectrogram 1	1	891.175493445	891.434113775	26.1	29.3	323.5	0.259	891.175	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
453	Spectrogram 1	1	892.200738326	892.496304418	26.1	26.4	382.4	0.296	892.201	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	double
454	Spectrogram 1	1	893.678568786	893.817115392	19.6	20.5	372.5	0.139	893.679	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish?	knock	
455	Spectrogram 1	1	895.331891613	895.470438218	22.9	29.3	284.3	0.139	895.332	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
456	Spectrogram 1	1	895.867605154	896.153934806	22.9	35.2	199.3	0.286	895.868	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
457	Spectrogram 1	1	896.209353448	896.357136494	32.7	35.2	183.0	0.148	896.209	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
458	Spectrogram 1	1	898.518463542	898.684719468	16.3	20.5	366.0	0.166	898.518	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
459	Spectrogram 1	1	899.719200790	899.866983836	29.4	38.1	379.1	0.148	899.719	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
460	Spectrogram 1	1	900.208732130	900.328805855	26.1	35.2	366.0	0.120	900.209	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
461	Spectrogram 1	1	904.608990032	904.839901042	26.1	29.3	212.4	0.231	904.609	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
462	Spectrogram 1	1	907.463050108	907.610833154	32.7	38.1	228.8	0.148	907.463	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
463	Spectrogram 1	1	908.137310255	909.042481412	32.7	79.1	369.3	0.905	908.137	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
464	Spectrogram 1	1	909.291865302	909.421175467	22.9	29.3	356.2	0.129	909.292	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
465	Spectrogram 1	1	909.559722073	909.707505119	19.6	20.5	343.1	0.148	909.560	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
466	Spectrogram 1	1	909.966125449	910.095435614	19.6	20.5	375.8	0.129	909.966	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
467	Spectrogram 1	1	910.354055945	910.474129670	29.4	35.2	287.6	0.120	910.354	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
468	Spectrogram 1	1	912.792476203	913.004914332	35.9	38.1	219.0	0.212	912.792	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
469	Spectrogram 1	1	913.134224497	913.392844828	32.7	90.8	303.9	0.259	913.134	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
470	Spectrogram 1	1	915.637299838	915.766610004	19.6	20.5	310.5	0.129	915.637	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
471	Spectrogram 1	1	916.693966325	917.275862069	26.1	29.3	196.1	0.582	916.694	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
472	Spectrogram 1	1	920.887310255	921.025856861	32.7	38.1	323.5	0.139	920.887	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
473	Spectrogram 1	1	921.164403466	921.755535650	19.6	20.5	150.3	0.591	921.164	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
474	Spectrogram 1	1	922.282012751	922.753071210	22.9	35.2	339.9	0.471	922.282	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
475	Spectrogram 1	1	924.129300826	924.277083872	19.6	20.5	447.7	0.148	924.129	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
476	Spectrogram 1	1	924.609595726	924.766615212	35.9	38.1	431.4	0.157	924.610	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
477	Spectrogram 1	1	924.988289781	925.450111800	32.7	35.2	424.8	0.462	924.988	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	series
478	Spectrogram 1	1	925.533239763	925.671786369	29.4	35.2	398.7	0.139	925.533	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
479	Spectrogram 1	1	925.773387213	926.216736351	29.4	35.2	421.6	0.443	925.773	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	series
480	Spectrogram 1	1	926.817104975	927.103434626	26.1	29.3	395.4	0.286	926.817	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	double
481	Spectrogram 1	1	927.186562590	927.343582076	32.7	38.1	411.8	0.157	927.187	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
482	Spectrogram 1	1	927.463655801	927.611438847	29.4	38.1	362.7	0.148	927.464	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
483	Spectrogram 1	1	928.618210848	928.802939655	26.1	38.1	395.4	0.185	928.618	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock-grunt	
484	Spectrogram 1	1	929.116978628	929.264761674	32.7	38.1	434.6	0.148	929.117	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
485	Spectrogram 1	1	929.310943876	929.458726922	32.7	35.2	444.4	0.148	929.311	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
486	Spectrogram 1	1	929.532618445	929.689637931	39.2	41.0	271.2	0.157	929.533	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
487	Spectrogram 1	1	930.053571390	930.192117996	22.9	26.4	379.1	0.139	930.054	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
488	Spectrogram 1	1	930.386083244	930.607757813	29.4	35.2	150.3	0.222	930.386	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
489	Spectrogram 1	1	930.653940014	930.774013739	19.6	20.5	339.9	0.120	930.654	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
490	Spectrogram 1	1	932.353445043	932.806030621	35.9	38.1	215.7	0.453	932.353	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
491	Spectrogram 1	1	932.916867906	933.249379759	32.7	38.1	137.3	0.333	932.917	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
492	Spectrogram 1	1	933.526472971	933.711201778	22.9	35.2	343.1	0.185	933.526	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	double
494	Spectrogram 1	1	934.283861081	934.542481412	32.7	35.2	235.3	0.259	934.284	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish?	grunt	
495	Spectrogram 1	1	937.858363506	938.153929598	16.3	20.5	313.7	0.296	937.858	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
496	Spectrogram 1	1	939.234593121	939.659469379	22.9	29.3	248.4	0.425	939.235	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
497	Spectrogram 1	1	942.738916307	942.923645115	32.7	35.2	281.0	0.185	942.739	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
498	Spectrogram 1	1	943.773397629	944.161328125	29.4	38.1	232.0	0.388	943.773	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
499	Spectrogram 1	1	944.697041667	944.900243355	29.4	96.7	209.2	0.203	944.697	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
500	Spectrogram 1	1	946.673639907	946.867605154	29.4	35.2	225.5	0.194	946.674	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
501	Spectrogram 1	1	949.075114404	949.463044899	32.7	38.1	277.8	0.388	949.075	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
502	Spectrogram 1	1	949.906394037	950.183487249	19.6	20.5	261.4	0.277	949.906	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
503	Spectrogram 1	1	953.693334591	953.970427802	22.9	29.3	225.5	0.277	953.693	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
504	Spectrogram 1	1	956.782017960	957.086820492	29.4	35.2	189.5	0.305	956.782	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
505	Spectrogram 1	1	957.280785740	957.576351832	22.9	73.2	372.5	0.296	957.281	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
506	Spectrogram 1	1	959.525240751	959.811570402	26.1	70.3	385.6	0.286	959.525	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
507	Spectrogram 1	1	959.876225485	960.227210219	26.1	73.2	284.3	0.351	959.876	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
508	Spectrogram 1	1	960.772160201	960.910706807	26.1	35.2	300.7	0.139	960.772	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish?	knock	
509	Spectrogram 1	1	968.552955280	968.839284932	22.9	26.4	248.4	0.286	968.553	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
510	Spectrogram 1	1	970.529553520	970.935956897	29.4	93.8	362.7	0.406	970.530	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
511	Spectrogram 1	1	974.122528825	974.353439835	26.1	29.3	222.2	0.231	974.123	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
512	Spectrogram 1	1	975.868216056	975.988289781	19.6	20.5	339.9	0.120	975.868	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
513	Spectrogram 1	1	990.908853269	991.352202407	26.1	90.8	784.3	0.443	990.909	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
514	Spectrogram 1	1	992.201954921	992.488284573	29.4	90.8	232.0	0.286	992.202	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
515	Spectrogram 1	1	993.517241739	993.692734106	35.9	38.1	228.8	0.175	993.517	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
516	Spectrogram 1	1	996.990143319	997.110217044	29.4	38.1	356.2	0.120	996.990	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
517	Spectrogram 1	1	997.627457705	997.738294989	29.4	35.2	356.2	0.111	997.627	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
518	Spectrogram 1	1	998.763539871	999.040633082	32.7	85.0	1009.8	0.277	998.764	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
519	Spectrogram 1	1	1002.024003323	1002.181022809	19.6	20.5	183.0	0.157	1002.024	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish?	toot	
520	Spectrogram 1	1	1011.079427173	1011.347283944	32.7	38.1	192.8	0.268	1011.079	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
521	Spectrogram 1	1	1013.591738955	1013.831886404	29.4	35.2	150.3	0.240	1013.592	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
522	Spectrogram 1	1	1014.035088093	1014.552328754	26.1	29.3	179.7	0.517	1014.035	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
523	Spectrogram 1	1	1011.864524605	1012.003071210	22.9	38.1	271.2	0.139	1011.865	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
524	Spectrogram 1	1	1012.058489853	1012.197036458	29.4	38.1	134.0	0.139	1012.058	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
525	Spectrogram 1	1	1020.799874731	1020.919948455	32.7	35.2	120.9	0.120	1020.800	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	toot	
526	Spectrogram 1	1	1024.873144935	1025.048637302	32.7	79.1	428.1	0.175	1024.873	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
527	Spectrogram 1	1	1029.611438847	1029.879295618	22.9	76.2	143.8	0.268	1029.611	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
528	Spectrogram 1	1	1030.488900682	1030.950722701	26.1	26.4	424.8	0.462	1030.489	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt-knock	
529	Spectrogram 1	1	1031.259237518	1031.887315463	16.3	20.5	411.8	0.628	1031.259	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
530	Spectrogram 1	1	1032.266009519	1032.404556124	19.6	20.5	431.4	0.139	1032.266	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
531	Spectrogram 1	1	1032.607757812	1032.718595097	16.3	20.5	437.9	0.111	1032.608	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
532	Spectrogram 1	1	1033.115762033	1033.245072198	26.1	26.4	431.4	0.129	1033.116	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
533	Spectrogram 1	1	1033.485219648	1033.596056932	16.3	20.5	421.6	0.111	1033.485	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
534	Spectrogram 1	1	1035.175488236	1035.295561961	19.6	20.5	437.9	0.120	1035.175	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
535	Spectrogram 1	1	1035.452581448	1035.581891613	22.9	35.2	437.9	0.129	1035.453	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
536	Spectrogram 1	1	1034.713666218	1034.926104346	22.9	29.3	205.9	0.212	1034.714	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
537	Spectrogram 1	1	1046.022781519	1046.419948455	16.3	20.5	163.4	0.397	1046.023	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
538	Spectrogram 1	1	1049.126225485	1049.274008531	26.1	29.3	366.0	0.148	1049.126	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	knock	
539	Spectrogram 1	1	1050.280780532	1050.483982220	26.1	26.4	225.5	0.203	1050.281	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
540	Spectrogram 1	1	1051.924866918	1052.054177083	26.1	29.3	310.5	0.129	1051.925	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
541	Spectrogram 1	1	1057.285714619	1057.470443427	35.9	82.0	382.4	0.185	1057.286	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
542	Spectrogram 1	1	1059.373150144	1059.557878951	35.9	38.1	127.5	0.185	1059.373	E:\RCA_In\Oct17_Dec3_2018\67674121\67674121.181018013806.wav	67674121.181018013806.wav	fish	grunt	
